    id    power(W) source(n/s)
   454 5.72407E+00 2.94852E+09
   458 5.72407E+00 2.94852E+09
   459 5.72407E+00 2.94852E+09
   430 5.79135E+00 2.98316E+09
   431 5.79135E+00 2.98316E+09
   435 5.79135E+00 2.98316E+09
   436 5.79135E+00 2.98316E+09
   455 5.72407E+00 2.94852E+09
   456 5.72407E+00 2.94852E+09
   460 5.72407E+00 2.94852E+09
   461 5.72407E+00 2.94852E+09
   431 5.79135E+00 2.98316E+09
   432 5.79135E+00 2.98316E+09
   436 5.79135E+00 2.98316E+09
   437 5.79135E+00 2.98316E+09
   456 5.72407E+00 2.94852E+09
   457 5.72407E+00 2.94852E+09
   461 5.72407E+00 2.94852E+09
   462 5.72407E+00 2.94852E+09
   432 5.79135E+00 2.98316E+09
   433 5.79135E+00 2.98316E+09
   437 5.79135E+00 2.98316E+09
   438 5.79135E+00 2.98316E+09
   457 5.72407E+00 2.94852E+09
   458 5.72407E+00 2.94852E+09
   462 5.72407E+00 2.94852E+09
   463 5.72407E+00 2.94852E+09
   433 5.79135E+00 2.98316E+09
   434 5.79135E+00 2.98316E+09
   438 5.79135E+00 2.98316E+09
   439 5.79135E+00 2.98316E+09
   458 5.72407E+00 2.94852E+09
   459 5.72407E+00 2.94852E+09
   463 5.72407E+00 2.94852E+09
   464 5.72407E+00 2.94852E+09
   435 5.79135E+00 2.98316E+09
   436 5.79135E+00 2.98316E+09
   440 5.79135E+00 2.98316E+09
   441 5.79135E+00 2.98316E+09
   460 5.72407E+00 2.94852E+09
   461 5.72407E+00 2.94852E+09
   465 5.72407E+00 2.94852E+09
   466 5.72407E+00 2.94852E+09
   436 5.79135E+00 2.98316E+09
   437 5.79135E+00 2.98316E+09
   441 5.79135E+00 2.98316E+09
   442 5.79135E+00 2.98316E+09
   461 5.72407E+00 2.94852E+09
   462 5.72407E+00 2.94852E+09
   466 5.72407E+00 2.94852E+09
   467 5.72407E+00 2.94852E+09
   437 5.79135E+00 2.98316E+09
   438 5.79135E+00 2.98316E+09
   442 5.79135E+00 2.98316E+09
   443 5.79135E+00 2.98316E+09
   462 5.72407E+00 2.94852E+09
   463 5.72407E+00 2.94852E+09
   467 5.72407E+00 2.94852E+09
   468 5.72407E+00 2.94852E+09
   438 5.79135E+00 2.98316E+09
   439 5.79135E+00 2.98316E+09
   443 5.79135E+00 2.98316E+09
   444 5.79135E+00 2.98316E+09
   463 5.72407E+00 2.94852E+09
   464 5.72407E+00 2.94852E+09
   468 5.72407E+00 2.94852E+09
   469 5.72407E+00 2.94852E+09
   440 5.79135E+00 2.98316E+09
   441 5.79135E+00 2.98316E+09
   445 5.79135E+00 2.98316E+09
   446 5.79135E+00 2.98316E+09
   465 5.72407E+00 2.94852E+09
   466 5.72407E+00 2.94852E+09
   470 5.72407E+00 2.94852E+09
   471 5.72407E+00 2.94852E+09
   441 5.79135E+00 2.98316E+09
   442 5.79135E+00 2.98316E+09
   446 5.79135E+00 2.98316E+09
   447 5.79135E+00 2.98316E+09
   466 5.72407E+00 2.94852E+09
   467 5.72407E+00 2.94852E+09
   471 5.72407E+00 2.94852E+09
   472 5.72407E+00 2.94852E+09
   442 5.79135E+00 2.98316E+09
   443 5.79135E+00 2.98316E+09
   447 5.79135E+00 2.98316E+09
   448 5.79135E+00 2.98316E+09
   467 5.72407E+00 2.94852E+09
   468 5.72407E+00 2.94852E+09
   472 5.72407E+00 2.94852E+09
   473 5.72407E+00 2.94852E+09
   443 5.79135E+00 2.98316E+09
   444 5.79135E+00 2.98316E+09
   448 5.79135E+00 2.98316E+09
   449 5.79135E+00 2.98316E+09
   468 5.72407E+00 2.94852E+09
   469 5.72407E+00 2.94852E+09
   473 5.72407E+00 2.94852E+09
   474 5.72407E+00 2.94852E+09
   450 5.72407E+00 2.94852E+09
   451 5.72407E+00 2.94852E+09
   455 5.72407E+00 2.94852E+09
   456 5.72407E+00 2.94852E+09
   475 5.61250E+00 2.89107E+09
   476 5.61250E+00 2.89107E+09
   480 5.61250E+00 2.89107E+09
   481 5.61250E+00 2.89107E+09
   451 5.72407E+00 2.94852E+09
   452 5.72407E+00 2.94852E+09
   456 5.72407E+00 2.94852E+09
   457 5.72407E+00 2.94852E+09
   476 5.61250E+00 2.89107E+09
   477 5.61250E+00 2.89107E+09
   481 5.61250E+00 2.89107E+09
   482 5.61250E+00 2.89107E+09
   452 5.72407E+00 2.94852E+09
   453 5.72407E+00 2.94852E+09
   457 5.72407E+00 2.94852E+09
   458 5.72407E+00 2.94852E+09
   477 5.61250E+00 2.89107E+09
   478 5.61250E+00 2.89107E+09
   482 5.61250E+00 2.89107E+09
   483 5.61250E+00 2.89107E+09
   453 5.72407E+00 2.94852E+09
   454 5.72407E+00 2.94852E+09
   458 5.72407E+00 2.94852E+09
   459 5.72407E+00 2.94852E+09
   478 5.61250E+00 2.89107E+09
   479 5.61250E+00 2.89107E+09
   483 5.61250E+00 2.89107E+09
   484 5.61250E+00 2.89107E+09
   455 5.72407E+00 2.94852E+09
   456 5.72407E+00 2.94852E+09
   460 5.72407E+00 2.94852E+09
   461 5.72407E+00 2.94852E+09
   480 5.61250E+00 2.89107E+09
   481 5.61250E+00 2.89107E+09
   485 5.61250E+00 2.89107E+09
   486 5.61250E+00 2.89107E+09
   456 5.72407E+00 2.94852E+09
   457 5.72407E+00 2.94852E+09
   461 5.72407E+00 2.94852E+09
   462 5.72407E+00 2.94852E+09
   481 5.61250E+00 2.89107E+09
   482 5.61250E+00 2.89107E+09
   486 5.61250E+00 2.89107E+09
   487 5.61250E+00 2.89107E+09
   457 5.72407E+00 2.94852E+09
   458 5.72407E+00 2.94852E+09
   462 5.72407E+00 2.94852E+09
   463 5.72407E+00 2.94852E+09
   482 5.61250E+00 2.89107E+09
   483 5.61250E+00 2.89107E+09
   487 5.61250E+00 2.89107E+09
   488 5.61250E+00 2.89107E+09
   458 5.72407E+00 2.94852E+09
   459 5.72407E+00 2.94852E+09
   463 5.72407E+00 2.94852E+09
   464 5.72407E+00 2.94852E+09
   483 5.61250E+00 2.89107E+09
   484 5.61250E+00 2.89107E+09
   488 5.61250E+00 2.89107E+09
   489 5.61250E+00 2.89107E+09
   460 5.72407E+00 2.94852E+09
   461 5.72407E+00 2.94852E+09
   465 5.72407E+00 2.94852E+09
   466 5.72407E+00 2.94852E+09
   485 5.61250E+00 2.89107E+09
   486 5.61250E+00 2.89107E+09
   490 5.61250E+00 2.89107E+09
   491 5.61250E+00 2.89107E+09
   461 5.72407E+00 2.94852E+09
   462 5.72407E+00 2.94852E+09
   466 5.72407E+00 2.94852E+09
   467 5.72407E+00 2.94852E+09
   486 5.61250E+00 2.89107E+09
   487 5.61250E+00 2.89107E+09
   491 5.61250E+00 2.89107E+09
   492 5.61250E+00 2.89107E+09
   462 5.72407E+00 2.94852E+09
   463 5.72407E+00 2.94852E+09
   467 5.72407E+00 2.94852E+09
   468 5.72407E+00 2.94852E+09
   487 5.61250E+00 2.89107E+09
   488 5.61250E+00 2.89107E+09
   492 5.61250E+00 2.89107E+09
   493 5.61250E+00 2.89107E+09
   463 5.72407E+00 2.94852E+09
   464 5.72407E+00 2.94852E+09
   468 5.72407E+00 2.94852E+09
   469 5.72407E+00 2.94852E+09
   488 5.61250E+00 2.89107E+09
   489 5.61250E+00 2.89107E+09
   493 5.61250E+00 2.89107E+09
   494 5.61250E+00 2.89107E+09
   465 5.72407E+00 2.94852E+09
   466 5.72407E+00 2.94852E+09
   470 5.72407E+00 2.94852E+09
   471 5.72407E+00 2.94852E+09
   490 5.61250E+00 2.89107E+09
   491 5.61250E+00 2.89107E+09
   495 5.61250E+00 2.89107E+09
   496 5.61250E+00 2.89107E+09
   466 5.72407E+00 2.94852E+09
   467 5.72407E+00 2.94852E+09
   471 5.72407E+00 2.94852E+09
   472 5.72407E+00 2.94852E+09
   491 5.61250E+00 2.89107E+09
   492 5.61250E+00 2.89107E+09
   496 5.61250E+00 2.89107E+09
   497 5.61250E+00 2.89107E+09
   467 5.72407E+00 2.94852E+09
   468 5.72407E+00 2.94852E+09
   472 5.72407E+00 2.94852E+09
   473 5.72407E+00 2.94852E+09
   492 5.61250E+00 2.89107E+09
   493 5.61250E+00 2.89107E+09
   497 5.61250E+00 2.89107E+09
   498 5.61250E+00 2.89107E+09
   468 5.72407E+00 2.94852E+09
   469 5.72407E+00 2.94852E+09
   473 5.72407E+00 2.94852E+09
   474 5.72407E+00 2.94852E+09
   493 5.61250E+00 2.89107E+09
   494 5.61250E+00 2.89107E+09
   498 5.61250E+00 2.89107E+09
   499 5.61250E+00 2.89107E+09
   475 5.61250E+00 2.89107E+09
   476 5.61250E+00 2.89107E+09
   480 5.61250E+00 2.89107E+09
   481 5.61250E+00 2.89107E+09
   500 5.45747E+00 2.81125E+09
   501 5.45747E+00 2.81125E+09
   505 5.45747E+00 2.81125E+09
   506 5.45747E+00 2.81125E+09
   476 5.61250E+00 2.89107E+09
   477 5.61250E+00 2.89107E+09
   481 5.61250E+00 2.89107E+09
   482 5.61250E+00 2.89107E+09
   501 5.45747E+00 2.81125E+09
   502 5.45747E+00 2.81125E+09
   506 5.45747E+00 2.81125E+09
   507 5.45747E+00 2.81125E+09
   477 5.61250E+00 2.89107E+09
   478 5.61250E+00 2.89107E+09
   482 5.61250E+00 2.89107E+09
   483 5.61250E+00 2.89107E+09
   502 5.45747E+00 2.81125E+09
   503 5.45747E+00 2.81125E+09
   507 5.45747E+00 2.81125E+09
   508 5.45747E+00 2.81125E+09
   478 5.61250E+00 2.89107E+09
   479 5.61250E+00 2.89107E+09
   483 5.61250E+00 2.89107E+09
   484 5.61250E+00 2.89107E+09
   503 5.45747E+00 2.81125E+09
   504 5.45747E+00 2.81125E+09
   508 5.45747E+00 2.81125E+09
   509 5.45747E+00 2.81125E+09
   480 5.61250E+00 2.89107E+09
   481 5.61250E+00 2.89107E+09
   485 5.61250E+00 2.89107E+09
   486 5.61250E+00 2.89107E+09
   505 5.45747E+00 2.81125E+09
   506 5.45747E+00 2.81125E+09
   510 5.45747E+00 2.81125E+09
   511 5.45747E+00 2.81125E+09
   481 5.61250E+00 2.89107E+09
   482 5.61250E+00 2.89107E+09
   486 5.61250E+00 2.89107E+09
   487 5.61250E+00 2.89107E+09
   506 5.45747E+00 2.81125E+09
   507 5.45747E+00 2.81125E+09
   511 5.45747E+00 2.81125E+09
   512 5.45747E+00 2.81125E+09
   482 5.61250E+00 2.89107E+09
   483 5.61250E+00 2.89107E+09
   487 5.61250E+00 2.89107E+09
   488 5.61250E+00 2.89107E+09
   507 5.45747E+00 2.81125E+09
   508 5.45747E+00 2.81125E+09
   512 5.45747E+00 2.81125E+09
   513 5.45747E+00 2.81125E+09
   483 5.61250E+00 2.89107E+09
   484 5.61250E+00 2.89107E+09
   488 5.61250E+00 2.89107E+09
   489 5.61250E+00 2.89107E+09
   508 5.45747E+00 2.81125E+09
   509 5.45747E+00 2.81125E+09
   513 5.45747E+00 2.81125E+09
   514 5.45747E+00 2.81125E+09
   485 5.61250E+00 2.89107E+09
   486 5.61250E+00 2.89107E+09
   490 5.61250E+00 2.89107E+09
   491 5.61250E+00 2.89107E+09
   510 5.45747E+00 2.81125E+09
   511 5.45747E+00 2.81125E+09
   515 5.45747E+00 2.81125E+09
   516 5.45747E+00 2.81125E+09
   486 5.61250E+00 2.89107E+09
   487 5.61250E+00 2.89107E+09
   491 5.61250E+00 2.89107E+09
   492 5.61250E+00 2.89107E+09
   511 5.45747E+00 2.81125E+09
   512 5.45747E+00 2.81125E+09
   516 5.45747E+00 2.81125E+09
   517 5.45747E+00 2.81125E+09
   487 5.61250E+00 2.89107E+09
   488 5.61250E+00 2.89107E+09
   492 5.61250E+00 2.89107E+09
   493 5.61250E+00 2.89107E+09
   512 5.45747E+00 2.81125E+09
   513 5.45747E+00 2.81125E+09
   517 5.45747E+00 2.81125E+09
   518 5.45747E+00 2.81125E+09
   488 5.61250E+00 2.89107E+09
   489 5.61250E+00 2.89107E+09
   493 5.61250E+00 2.89107E+09
   494 5.61250E+00 2.89107E+09
   513 5.45747E+00 2.81125E+09
   514 5.45747E+00 2.81125E+09
   518 5.45747E+00 2.81125E+09
   519 5.45747E+00 2.81125E+09
   490 5.61250E+00 2.89107E+09
   491 5.61250E+00 2.89107E+09
   495 5.61250E+00 2.89107E+09
   496 5.61250E+00 2.89107E+09
   515 5.45747E+00 2.81125E+09
   516 5.45747E+00 2.81125E+09
   520 5.45747E+00 2.81125E+09
   521 5.45747E+00 2.81125E+09
   491 5.61250E+00 2.89107E+09
   492 5.61250E+00 2.89107E+09
   496 5.61250E+00 2.89107E+09
   497 5.61250E+00 2.89107E+09
   516 5.45747E+00 2.81125E+09
   517 5.45747E+00 2.81125E+09
   521 5.45747E+00 2.81125E+09
   522 5.45747E+00 2.81125E+09
   492 5.61250E+00 2.89107E+09
   493 5.61250E+00 2.89107E+09
   497 5.61250E+00 2.89107E+09
   498 5.61250E+00 2.89107E+09
   517 5.45747E+00 2.81125E+09
   518 5.45747E+00 2.81125E+09
   522 5.45747E+00 2.81125E+09
   523 5.45747E+00 2.81125E+09
   493 5.61250E+00 2.89107E+09
   494 5.61250E+00 2.89107E+09
   498 5.61250E+00 2.89107E+09
   499 5.61250E+00 2.89107E+09
   518 5.45747E+00 2.81125E+09
   519 5.45747E+00 2.81125E+09
   523 5.45747E+00 2.81125E+09
   524 5.45747E+00 2.81125E+09
   500 5.45747E+00 2.81125E+09
   501 5.45747E+00 2.81125E+09
   505 5.45747E+00 2.81125E+09
   506 5.45747E+00 2.81125E+09
   525 5.26016E+00 2.70965E+09
   526 5.26016E+00 2.70965E+09
   530 5.26016E+00 2.70965E+09
   531 5.26016E+00 2.70965E+09
   501 5.45747E+00 2.81125E+09
   502 5.45747E+00 2.81125E+09
   506 5.45747E+00 2.81125E+09
   507 5.45747E+00 2.81125E+09
   526 5.26016E+00 2.70965E+09
   527 5.26016E+00 2.70965E+09
   531 5.26016E+00 2.70965E+09
   532 5.26016E+00 2.70965E+09
   502 5.45747E+00 2.81125E+09
   503 5.45747E+00 2.81125E+09
   507 5.45747E+00 2.81125E+09
   508 5.45747E+00 2.81125E+09
   527 5.26016E+00 2.70965E+09
   528 5.26016E+00 2.70965E+09
   532 5.26016E+00 2.70965E+09
   533 5.26016E+00 2.70965E+09
   503 5.45747E+00 2.81125E+09
   504 5.45747E+00 2.81125E+09
   508 5.45747E+00 2.81125E+09
   509 5.45747E+00 2.81125E+09
   528 5.26016E+00 2.70965E+09
   529 5.26016E+00 2.70965E+09
   533 5.26016E+00 2.70965E+09
   534 5.26016E+00 2.70965E+09
   505 5.45747E+00 2.81125E+09
   506 5.45747E+00 2.81125E+09
   510 5.45747E+00 2.81125E+09
   511 5.45747E+00 2.81125E+09
   530 5.26016E+00 2.70965E+09
   531 5.26016E+00 2.70965E+09
   535 5.26016E+00 2.70965E+09
   536 5.26016E+00 2.70965E+09
   506 5.45747E+00 2.81125E+09
   507 5.45747E+00 2.81125E+09
   511 5.45747E+00 2.81125E+09
   512 5.45747E+00 2.81125E+09
   531 5.26016E+00 2.70965E+09
   532 5.26016E+00 2.70965E+09
   536 5.26016E+00 2.70965E+09
   537 5.26016E+00 2.70965E+09
   507 5.45747E+00 2.81125E+09
   508 5.45747E+00 2.81125E+09
   512 5.45747E+00 2.81125E+09
   513 5.45747E+00 2.81125E+09
   532 5.26016E+00 2.70965E+09
   533 5.26016E+00 2.70965E+09
   537 5.26016E+00 2.70965E+09
   538 5.26016E+00 2.70965E+09
   508 5.45747E+00 2.81125E+09
   509 5.45747E+00 2.81125E+09
   513 5.45747E+00 2.81125E+09
   514 5.45747E+00 2.81125E+09
   533 5.26016E+00 2.70965E+09
   534 5.26016E+00 2.70965E+09
   538 5.26016E+00 2.70965E+09
   539 5.26016E+00 2.70965E+09
   510 5.45747E+00 2.81125E+09
   511 5.45747E+00 2.81125E+09
   515 5.45747E+00 2.81125E+09
   516 5.45747E+00 2.81125E+09
   535 5.26016E+00 2.70965E+09
   536 5.26016E+00 2.70965E+09
   540 5.26016E+00 2.70965E+09
   541 5.26016E+00 2.70965E+09
   511 5.45747E+00 2.81125E+09
   512 5.45747E+00 2.81125E+09
   516 5.45747E+00 2.81125E+09
   517 5.45747E+00 2.81125E+09
   536 5.26016E+00 2.70965E+09
   537 5.26016E+00 2.70965E+09
   541 5.26016E+00 2.70965E+09
   542 5.26016E+00 2.70965E+09
   512 5.45747E+00 2.81125E+09
   513 5.45747E+00 2.81125E+09
   517 5.45747E+00 2.81125E+09
   518 5.45747E+00 2.81125E+09
   537 5.26016E+00 2.70965E+09
   538 5.26016E+00 2.70965E+09
   542 5.26016E+00 2.70965E+09
   543 5.26016E+00 2.70965E+09
   513 5.45747E+00 2.81125E+09
   514 5.45747E+00 2.81125E+09
   518 5.45747E+00 2.81125E+09
   519 5.45747E+00 2.81125E+09
   538 5.26016E+00 2.70965E+09
   539 5.26016E+00 2.70965E+09
   543 5.26016E+00 2.70965E+09
   544 5.26016E+00 2.70965E+09
   515 5.45747E+00 2.81125E+09
   516 5.45747E+00 2.81125E+09
   520 5.45747E+00 2.81125E+09
   521 5.45747E+00 2.81125E+09
   540 5.26016E+00 2.70965E+09
   541 5.26016E+00 2.70965E+09
   545 5.26016E+00 2.70965E+09
   546 5.26016E+00 2.70965E+09
   516 5.45747E+00 2.81125E+09
   517 5.45747E+00 2.81125E+09
   521 5.45747E+00 2.81125E+09
   522 5.45747E+00 2.81125E+09
   541 5.26016E+00 2.70965E+09
   542 5.26016E+00 2.70965E+09
   546 5.26016E+00 2.70965E+09
   547 5.26016E+00 2.70965E+09
   517 5.45747E+00 2.81125E+09
   518 5.45747E+00 2.81125E+09
   522 5.45747E+00 2.81125E+09
   523 5.45747E+00 2.81125E+09
   542 5.26016E+00 2.70965E+09
   543 5.26016E+00 2.70965E+09
   547 5.26016E+00 2.70965E+09
   548 5.26016E+00 2.70965E+09
   518 5.45747E+00 2.81125E+09
   519 5.45747E+00 2.81125E+09
   523 5.45747E+00 2.81125E+09
   524 5.45747E+00 2.81125E+09
   543 5.26016E+00 2.70965E+09
   544 5.26016E+00 2.70965E+09
   548 5.26016E+00 2.70965E+09
   549 5.26016E+00 2.70965E+09
   525 5.26016E+00 2.70965E+09
   526 5.26016E+00 2.70965E+09
   530 5.26016E+00 2.70965E+09
   531 5.26016E+00 2.70965E+09
   550 5.02205E+00 2.58705E+09
   551 5.02204E+00 2.58705E+09
   555 5.02205E+00 2.58705E+09
   556 5.02204E+00 2.58705E+09
   526 5.26016E+00 2.70965E+09
   527 5.26016E+00 2.70965E+09
   531 5.26016E+00 2.70965E+09
   532 5.26016E+00 2.70965E+09
   551 5.02204E+00 2.58705E+09
   552 5.02204E+00 2.58705E+09
   556 5.02204E+00 2.58705E+09
   557 5.02204E+00 2.58705E+09
   527 5.26016E+00 2.70965E+09
   528 5.26016E+00 2.70965E+09
   532 5.26016E+00 2.70965E+09
   533 5.26016E+00 2.70965E+09
   552 5.02204E+00 2.58705E+09
   553 5.02204E+00 2.58705E+09
   557 5.02204E+00 2.58705E+09
   558 5.02204E+00 2.58705E+09
   528 5.26016E+00 2.70965E+09
   529 5.26016E+00 2.70965E+09
   533 5.26016E+00 2.70965E+09
   534 5.26016E+00 2.70965E+09
   553 5.02204E+00 2.58705E+09
   554 5.02205E+00 2.58705E+09
   558 5.02204E+00 2.58705E+09
   559 5.02204E+00 2.58705E+09
   530 5.26016E+00 2.70965E+09
   531 5.26016E+00 2.70965E+09
   535 5.26016E+00 2.70965E+09
   536 5.26016E+00 2.70965E+09
   555 5.02205E+00 2.58705E+09
   556 5.02204E+00 2.58705E+09
   560 5.02204E+00 2.58705E+09
   561 5.02204E+00 2.58705E+09
   531 5.26016E+00 2.70965E+09
   532 5.26016E+00 2.70965E+09
   536 5.26016E+00 2.70965E+09
   537 5.26016E+00 2.70965E+09
   556 5.02204E+00 2.58705E+09
   557 5.02204E+00 2.58705E+09
   561 5.02204E+00 2.58705E+09
   562 5.02204E+00 2.58705E+09
   532 5.26016E+00 2.70965E+09
   533 5.26016E+00 2.70965E+09
   537 5.26016E+00 2.70965E+09
   538 5.26016E+00 2.70965E+09
   557 5.02204E+00 2.58705E+09
   558 5.02204E+00 2.58705E+09
   562 5.02204E+00 2.58705E+09
   563 5.02204E+00 2.58705E+09
   533 5.26016E+00 2.70965E+09
   534 5.26016E+00 2.70965E+09
   538 5.26016E+00 2.70965E+09
   539 5.26016E+00 2.70965E+09
   558 5.02204E+00 2.58705E+09
   559 5.02204E+00 2.58705E+09
   563 5.02204E+00 2.58705E+09
   564 5.02204E+00 2.58705E+09
   535 5.26016E+00 2.70965E+09
   536 5.26016E+00 2.70965E+09
   540 5.26016E+00 2.70965E+09
   541 5.26016E+00 2.70965E+09
   560 5.02204E+00 2.58705E+09
   561 5.02204E+00 2.58705E+09
   565 5.02204E+00 2.58705E+09
   566 5.02204E+00 2.58705E+09
   536 5.26016E+00 2.70965E+09
   537 5.26016E+00 2.70965E+09
   541 5.26016E+00 2.70965E+09
   542 5.26016E+00 2.70965E+09
   561 5.02204E+00 2.58705E+09
   562 5.02204E+00 2.58705E+09
   566 5.02204E+00 2.58705E+09
   567 5.02204E+00 2.58705E+09
   537 5.26016E+00 2.70965E+09
   538 5.26016E+00 2.70965E+09
   542 5.26016E+00 2.70965E+09
   543 5.26016E+00 2.70965E+09
   562 5.02204E+00 2.58705E+09
   563 5.02204E+00 2.58705E+09
   567 5.02204E+00 2.58705E+09
   568 5.02204E+00 2.58705E+09
   538 5.26016E+00 2.70965E+09
   539 5.26016E+00 2.70965E+09
   543 5.26016E+00 2.70965E+09
   544 5.26016E+00 2.70965E+09
   563 5.02204E+00 2.58705E+09
   564 5.02204E+00 2.58705E+09
   568 5.02204E+00 2.58705E+09
   569 5.02204E+00 2.58705E+09
   540 5.26016E+00 2.70965E+09
   541 5.26016E+00 2.70965E+09
   545 5.26016E+00 2.70965E+09
   546 5.26016E+00 2.70965E+09
   565 5.02204E+00 2.58705E+09
   566 5.02204E+00 2.58705E+09
   570 5.02204E+00 2.58705E+09
   571 5.02204E+00 2.58705E+09
   541 5.26016E+00 2.70965E+09
   542 5.26016E+00 2.70965E+09
   546 5.26016E+00 2.70965E+09
   547 5.26016E+00 2.70965E+09
   566 5.02204E+00 2.58705E+09
   567 5.02204E+00 2.58705E+09
   571 5.02204E+00 2.58705E+09
   572 5.02204E+00 2.58705E+09
   542 5.26016E+00 2.70965E+09
   543 5.26016E+00 2.70965E+09
   547 5.26016E+00 2.70965E+09
   548 5.26016E+00 2.70965E+09
   567 5.02204E+00 2.58705E+09
   568 5.02204E+00 2.58705E+09
   572 5.02204E+00 2.58705E+09
   573 5.02204E+00 2.58705E+09
   543 5.26016E+00 2.70965E+09
   544 5.26016E+00 2.70965E+09
   548 5.26016E+00 2.70965E+09
   549 5.26016E+00 2.70965E+09
   568 5.02204E+00 2.58705E+09
   569 5.02204E+00 2.58705E+09
   573 5.02204E+00 2.58705E+09
   574 5.02205E+00 2.58705E+09
   550 5.02205E+00 2.58705E+09
   551 5.02204E+00 2.58705E+09
   555 5.02205E+00 2.58705E+09
   556 5.02204E+00 2.58705E+09
   575 4.74490E+00 2.44436E+09
   576 4.74490E+00 2.44436E+09
   580 4.74490E+00 2.44436E+09
   581 4.74490E+00 2.44436E+09
   551 5.02204E+00 2.58705E+09
   552 5.02204E+00 2.58705E+09
   556 5.02204E+00 2.58705E+09
   557 5.02204E+00 2.58705E+09
   576 4.74490E+00 2.44436E+09
   577 4.74490E+00 2.44436E+09
   581 4.74490E+00 2.44436E+09
   582 4.74490E+00 2.44436E+09
   552 5.02204E+00 2.58705E+09
   553 5.02204E+00 2.58705E+09
   557 5.02204E+00 2.58705E+09
   558 5.02204E+00 2.58705E+09
   577 4.74490E+00 2.44436E+09
   578 4.74490E+00 2.44436E+09
   582 4.74490E+00 2.44436E+09
   583 4.74490E+00 2.44436E+09
   553 5.02204E+00 2.58705E+09
   554 5.02205E+00 2.58705E+09
   558 5.02204E+00 2.58705E+09
   559 5.02204E+00 2.58705E+09
   578 4.74490E+00 2.44436E+09
   579 4.74490E+00 2.44436E+09
   583 4.74490E+00 2.44436E+09
   584 4.74490E+00 2.44436E+09
   555 5.02205E+00 2.58705E+09
   556 5.02204E+00 2.58705E+09
   560 5.02204E+00 2.58705E+09
   561 5.02204E+00 2.58705E+09
   580 4.74490E+00 2.44436E+09
   581 4.74490E+00 2.44436E+09
   585 4.74490E+00 2.44436E+09
   586 4.74490E+00 2.44436E+09
   556 5.02204E+00 2.58705E+09
   557 5.02204E+00 2.58705E+09
   561 5.02204E+00 2.58705E+09
   562 5.02204E+00 2.58705E+09
   581 4.74490E+00 2.44436E+09
   582 4.74490E+00 2.44436E+09
   586 4.74490E+00 2.44436E+09
   587 4.74490E+00 2.44436E+09
   557 5.02204E+00 2.58705E+09
   558 5.02204E+00 2.58705E+09
   562 5.02204E+00 2.58705E+09
   563 5.02204E+00 2.58705E+09
   582 4.74490E+00 2.44436E+09
   583 4.74490E+00 2.44436E+09
   587 4.74490E+00 2.44436E+09
   588 4.74490E+00 2.44436E+09
   558 5.02204E+00 2.58705E+09
   559 5.02204E+00 2.58705E+09
   563 5.02204E+00 2.58705E+09
   564 5.02204E+00 2.58705E+09
   583 4.74490E+00 2.44436E+09
   584 4.74490E+00 2.44436E+09
   588 4.74490E+00 2.44436E+09
   589 4.74490E+00 2.44436E+09
   560 5.02204E+00 2.58705E+09
   561 5.02204E+00 2.58705E+09
   565 5.02204E+00 2.58705E+09
   566 5.02204E+00 2.58705E+09
   585 4.74490E+00 2.44436E+09
   586 4.74490E+00 2.44436E+09
   590 4.74490E+00 2.44436E+09
   591 4.74490E+00 2.44436E+09
   561 5.02204E+00 2.58705E+09
   562 5.02204E+00 2.58705E+09
   566 5.02204E+00 2.58705E+09
   567 5.02204E+00 2.58705E+09
   586 4.74490E+00 2.44436E+09
   587 4.74490E+00 2.44436E+09
   591 4.74490E+00 2.44436E+09
   592 4.74490E+00 2.44436E+09
   562 5.02204E+00 2.58705E+09
   563 5.02204E+00 2.58705E+09
   567 5.02204E+00 2.58705E+09
   568 5.02204E+00 2.58705E+09
   587 4.74490E+00 2.44436E+09
   588 4.74490E+00 2.44436E+09
   592 4.74490E+00 2.44436E+09
   593 4.74490E+00 2.44436E+09
   563 5.02204E+00 2.58705E+09
   564 5.02204E+00 2.58705E+09
   568 5.02204E+00 2.58705E+09
   569 5.02204E+00 2.58705E+09
   588 4.74490E+00 2.44436E+09
   589 4.74490E+00 2.44436E+09
   593 4.74490E+00 2.44436E+09
   594 4.74490E+00 2.44436E+09
   565 5.02204E+00 2.58705E+09
   566 5.02204E+00 2.58705E+09
   570 5.02204E+00 2.58705E+09
   571 5.02204E+00 2.58705E+09
   590 4.74490E+00 2.44436E+09
   591 4.74490E+00 2.44436E+09
   595 4.74490E+00 2.44436E+09
   596 4.74490E+00 2.44436E+09
   566 5.02204E+00 2.58705E+09
   567 5.02204E+00 2.58705E+09
   571 5.02204E+00 2.58705E+09
   572 5.02204E+00 2.58705E+09
   591 4.74490E+00 2.44436E+09
   592 4.74490E+00 2.44436E+09
   596 4.74490E+00 2.44436E+09
   597 4.74490E+00 2.44436E+09
   567 5.02204E+00 2.58705E+09
   568 5.02204E+00 2.58705E+09
   572 5.02204E+00 2.58705E+09
   573 5.02204E+00 2.58705E+09
   592 4.74490E+00 2.44436E+09
   593 4.74490E+00 2.44436E+09
   597 4.74490E+00 2.44436E+09
   598 4.74490E+00 2.44436E+09
   568 5.02204E+00 2.58705E+09
   569 5.02204E+00 2.58705E+09
   573 5.02204E+00 2.58705E+09
   574 5.02205E+00 2.58705E+09
   593 4.74490E+00 2.44436E+09
